,Ethyl acetate Methyl salicylate ,
Raman shift [1/cm],Intensity,
1246.735,0.025211,
1245.342,0.024682,
1243.950,0.024362,
1242.558,0.025125,
1241.165,0.02414,
1239.773,0.023589,
1238.381,0.018413,
1236.988,0.013823,
1235.596,0.015537,
1234.204,0.02172,
1232.811,0.017581,
1231.419,0.015738,
1230.027,0.017312,
1228.634,0.019529,
1227.242,0.013476,
1225.850,0.011644,
1224.457,0.012511,
1223.065,0.012733,
1221.673,0.0079227,
1220.281,0.0080039,
1218.888,0.011829,
1217.496,0.012355,
1216.104,0.0086683,
1214.711,0.0062811,
1213.319,0.011105,
1211.927,0.0095898,
1210.534,0.0067272,
1209.142,0.0069526,
1207.750,0.012665,
1206.357,0.0083978,
1204.965,0.0038678,
1203.573,0.0048854,
1202.180,0.014146,
1200.788,0.0098309,
1199.396,0.0085526,
1198.003,0.009272,
1196.611,0.0098298,
1195.219,0.0066635,
1193.826,0.0029198,
1192.434,0.006077,
1191.042,0.0084412,
1189.649,0.0061175,
1188.257,0.0056055,
1186.865,0.012255,
1185.472,0.01015,
1184.080,0.004057,
1182.688,0.0044687,
1181.295,0.011193,
1179.903,0.011494,
1178.511,0.0099286,
1177.118,0.0097042,
1175.726,0.013926,
1174.334,0.010847,
1172.941,0.01046,
1171.549,0.012896,
1170.157,0.016256,
1168.764,0.012687,
1167.372,0.0104,
1165.980,0.012266,
1164.587,0.016224,
1163.195,0.010302,
1161.803,0.011144,
1160.410,0.014219,
1159.018,0.01692,
1157.626,0.01659,
1156.233,0.014363,
1154.841,0.014997,
1153.449,0.014353,
1152.056,0.011239,
1150.664,0.011894,
1149.272,0.015128,
1147.879,0.015359,
1146.487,0.012912,
1145.095,0.011027,
1143.702,0.014552,
1142.310,0.015734,
1140.918,0.014254,
1139.526,0.01114,
1138.133,0.01945,
1136.741,0.018885,
1135.349,0.015928,
1133.956,0.014564,
1132.564,0.019131,
1131.172,0.016292,
1129.779,0.016308,
1128.387,0.021052,
1126.995,0.029572,
1125.602,0.030356,
1124.210,0.03247,
1122.818,0.038374,
1121.425,0.049812,
1120.033,0.050396,
1118.641,0.056537,
1117.248,0.065395,
1115.856,0.073682,
1114.464,0.069028,
1113.071,0.070076,
1111.679,0.069382,
1110.287,0.06416,
1108.894,0.055867,
1107.502,0.052217,
1106.110,0.051385,
1104.717,0.051363,
1103.325,0.047711,
1101.933,0.044801,
1100.540,0.047404,
1099.148,0.050925,
1097.756,0.045209,
1096.363,0.045785,
1094.971,0.043649,
1093.579,0.03908,
1092.186,0.033342,
1090.794,0.030027,
1089.402,0.030798,
1088.009,0.030607,
1086.617,0.024302,
1085.225,0.021386,
1083.832,0.019101,
1082.440,0.017685,
1081.048,0.017153,
1079.655,0.012764,
1078.263,0.016252,
1076.871,0.017935,
1075.478,0.011935,
1074.086,0.015561,
1072.694,0.018276,
1071.301,0.017444,
1069.909,0.012184,
1068.517,0.016053,
1067.124,0.020132,
1065.732,0.020919,
1064.340,0.016831,
1062.948,0.016299,
1061.555,0.018242,
1060.163,0.018618,
1058.771,0.01578,
1057.378,0.021813,
1055.986,0.028369,
1054.594,0.032582,
1053.201,0.032825,
1051.809,0.033958,
1050.417,0.036447,
1049.024,0.037531,
1047.632,0.035267,
1046.240,0.034649,
1044.847,0.037664,
1043.455,0.038157,
1042.063,0.030687,
1040.670,0.028834,
1039.278,0.032586,
1037.886,0.037794,
1036.493,0.039819,
1035.101,0.041561,
1033.709,0.042641,
1032.316,0.041737,
1030.924,0.036568,
1029.532,0.031953,
1028.139,0.030187,
1026.747,0.029335,
1025.355,0.024647,
1023.962,0.020463,
1022.570,0.020627,
1021.178,0.023337,
1019.785,0.019177,
1018.393,0.018399,
1017.001,0.019432,
1015.608,0.021399,
1014.216,0.020748,
1012.824,0.021238,
1011.431,0.023992,
1010.039,0.02949,
1008.647,0.031692,
1007.254,0.032405,
1005.862,0.034946,
1004.470,0.042914,
1003.077,0.045585,
1001.685,0.044705,
1000.293,0.041992,
998.900,0.040451,
997.508,0.036955,
996.116,0.032824,
994.723,0.028821,
993.331,0.027539,
991.939,0.025369,
990.546,0.022541,
989.154,0.019352,
987.762,0.020416,
986.369,0.017926,
984.977,0.01472,
983.585,0.013603,
982.193,0.016376,
980.800,0.014741,
979.408,0.010375,
978.016,0.0088835,
976.623,0.012036,
975.231,0.012421,
973.839,0.0087402,
972.446,0.0090765,
971.054,0.01194,
969.662,0.013534,
968.269,0.010495,
966.877,0.012783,
965.485,0.013454,
964.092,0.012847,
962.700,0.012526,
961.308,0.011663,
959.915,0.011433,
958.523,0.012078,
957.131,0.01164,
955.738,0.0092326,
954.346,0.0080938,
952.954,0.012121,
951.561,0.011854,
950.169,0.011373,
948.777,0.012087,
947.384,0.018844,
945.992,0.016625,
944.600,0.015737,
943.207,0.021857,
941.815,0.025626,
940.423,0.026405,
939.030,0.025308,
937.638,0.02467,
936.246,0.025647,
934.853,0.025332,
933.461,0.022819,
932.069,0.020831,
930.676,0.021617,
929.284,0.022365,
927.892,0.018309,
926.499,0.018344,
925.107,0.020221,
923.715,0.022947,
922.322,0.018085,
920.930,0.019478,
919.538,0.023993,
918.145,0.028427,
916.753,0.022852,
915.361,0.020839,
913.968,0.024172,
912.576,0.021653,
911.184,0.01836,
909.791,0.015612,
908.399,0.015478,
907.007,0.015168,
905.614,0.012646,
904.222,0.0077942,
902.830,0.0081783,
901.438,0.0083643,
900.045,0.0082746,
898.653,0.0076508,
897.261,0.0058303,
895.868,0.0068629,
894.476,0.012062,
893.084,0.0096602,
891.691,0.0066884,
890.299,0.0054227,
888.907,0.01302,
887.514,0.011338,
886.122,0.0092477,
884.730,0.011065,
883.337,0.01188,
881.945,0.0096753,
880.553,0.0057985,
879.160,0.0085129,
877.768,0.013081,
876.376,0.016458,
874.983,0.014914,
873.591,0.012533,
872.199,0.012879,
870.806,0.016616,
869.414,0.016178,
868.022,0.014918,
866.629,0.014674,
865.237,0.02125,
863.845,0.022386,
862.452,0.024074,
861.060,0.03015,
859.668,0.037853,
858.275,0.045094,
856.883,0.051958,
855.491,0.062897,
854.098,0.080234,
852.706,0.10065,
851.314,0.11866,
849.921,0.13413,
848.529,0.14597,
847.137,0.15233,
845.744,0.14768,
844.352,0.13716,
842.960,0.12164,
841.567,0.10888,
840.175,0.092015,
838.783,0.072519,
837.390,0.05272,
835.998,0.042481,
834.606,0.036622,
833.213,0.033297,
831.821,0.02938,
830.429,0.026739,
829.036,0.02587,
827.644,0.017243,
826.252,0.015046,
824.859,0.017841,
823.467,0.01932,
822.075,0.019521,
820.683,0.018994,
819.290,0.018114,
817.898,0.022084,
816.506,0.027251,
815.113,0.032186,
813.721,0.038222,
812.329,0.044403,
810.936,0.050585,
809.544,0.048563,
808.152,0.046609,
806.759,0.044425,
805.367,0.039819,
803.975,0.035029,
802.582,0.030109,
801.190,0.025062,
799.798,0.025191,
798.405,0.026704,
797.013,0.027451,
795.621,0.026897,
794.228,0.029342,
792.836,0.036839,
791.444,0.039535,
790.051,0.041606,
788.659,0.04336,
787.267,0.044963,
785.874,0.043851,
784.482,0.040823,
783.090,0.039531,
781.697,0.035749,
780.305,0.030583,
778.913,0.025429,
777.520,0.023056,
776.128,0.022081,
774.736,0.022013,
773.343,0.016441,
771.951,0.011954,
770.559,0.012658,
769.166,0.014385,
767.774,0.013646,
766.382,0.0088795,
764.989,0.0095332,
763.597,0.011133,
762.205,0.013345,
760.812,0.0097066,
759.420,0.0079492,
758.028,0.008069,
756.635,0.009645,
755.243,0.0085108,
753.851,0.0054727,
752.458,0.0033069,
751.066,0.0069276,
749.674,0.012482,
748.281,0.0096883,
746.889,0.007448,
745.497,0.0063198,
744.104,0.0085979,
742.712,0.0080324,
741.320,0.0069781,
739.928,0.0078409,
738.535,0.0085033,
737.143,0.0077646,
735.751,0.0036103,
734.358,0.002294,
732.966,0.0029117,
731.574,0.0061694,
730.181,0.0044403,
728.789,0.0027122,
727.397,0.0028423,
726.004,0.00738,
724.612,0.0097884,
723.220,0.0075236,
721.827,0.0052589,
720.435,0.0047561,
719.043,0.0068801,
717.650,0.0035805,
716.258,0.002857,
714.866,0.0063875,
713.473,0.0074333,
712.081,0.0077574,
710.689,0.0073938,
709.296,0.0066143,
707.904,0.0057375,
706.512,0.0047714,
705.119,0.0063874,
703.727,0.0070565,
702.335,0.006477,
700.942,0.0087179,
699.550,0.0086599,
698.158,0.0058374,
696.765,0.0054898,
695.373,0.0062466,
693.981,0.0081691,
692.588,0.0078322,
691.196,0.007398,
689.804,0.0069422,
688.411,0.010233,
687.019,0.010571,
685.627,0.0072409,
684.234,0.0068927,
682.842,0.0079451,
681.450,0.010546,
680.057,0.00855,
678.665,0.0073428,
677.273,0.0075326,
675.880,0.0085794,
674.488,0.0093081,
673.096,0.0094969,
671.703,0.010222,
670.311,0.012174,
668.919,0.015921,
667.526,0.0145,
666.134,0.013234,
664.742,0.013397,
663.349,0.015053,
661.957,0.015407,
660.565,0.012749,
659.173,0.011354,
657.780,0.012492,
656.388,0.018732,
654.996,0.017006,
653.603,0.015087,
652.211,0.018414,
650.819,0.023269,
649.426,0.027397,
648.034,0.027373,
646.642,0.035309,
645.249,0.046916,
643.857,0.060167,
642.465,0.075722,
641.072,0.093447,
639.680,0.11746,
638.288,0.14452,
636.895,0.17206,
635.503,0.18359,
634.111,0.1877,
632.718,0.18554,
631.326,0.17189,
629.934,0.15367,
628.541,0.13082,
627.149,0.10513,
625.757,0.084883,
624.364,0.071845,
622.972,0.058922,
621.580,0.047667,
620.187,0.039257,
618.795,0.036428,
617.403,0.033794,
616.010,0.028992,
614.618,0.025951,
613.226,0.025187,
611.833,0.030408,
610.441,0.027691,
609.049,0.022226,
607.656,0.02206,
606.264,0.022595,
604.872,0.023285,
603.479,0.019468,
602.087,0.016844,
600.695,0.015318,
599.302,0.015682,
597.910,0.014173,
596.518,0.010153,
595.125,0.0070099,
593.733,0.007052,
592.341,0.013034,
590.948,0.012042,
589.556,0.00931,
588.164,0.0068229,
586.771,0.0081236,
585.379,0.01004,
583.987,0.0057998,
582.594,0.0046986,
581.202,0.0058173,
579.810,0.0085694,
578.418,0.0093836,
577.025,0.0081641,
575.633,0.0071652,
574.241,0.0075555,
572.848,0.010205,
571.456,0.0096047,
570.064,0.0089807,
568.671,0.01026,
567.279,0.014148,
565.887,0.017795,
564.494,0.013682,
563.102,0.013565,
561.710,0.016197,
560.317,0.015924,
558.925,0.014669,
557.533,0.01227,
556.140,0.010192,
554.748,0.0090012,
553.356,0.0095076,
551.963,0.0081727,
550.571,0.0065724,
549.179,0.0061068,
547.786,0.0072234,
546.394,0.00892,
545.002,0.0059869,
543.609,0.0044843,
542.217,0.0044311,
540.825,0.0064169,
539.432,0.0072158,
538.040,0.0055669,
536.648,0.0051664,
535.255,0.005608,
533.863,0.0079257,
532.471,0.0073427,
531.078,0.0052159,
529.686,0.0051532,
528.294,0.0073118,
526.901,0.011857,
525.509,0.00944,
524.117,0.0070491,
522.724,0.0062254,
521.332,0.0082207,
519.940,0.010052,
518.547,0.0062583,
517.155,0.0064961,
515.763,0.0095966,
514.370,0.010331,
512.978,0.010239,
511.586,0.0089976,
510.193,0.007946,
508.801,0.0078294,
507.409,0.010438,
506.016,0.010336,
504.624,0.0087084,
503.232,0.0053462,
501.840,0.0060363,
500.447,0.011041,
499.055,0.0063961,
497.663,0.0025472,
496.270,0.0031465,
494.878,0.0054735,
493.486,0.0078136,
492.093,0.0050591,
490.701,0.003889,
489.309,0.0041521,
487.916,0.0059991,
486.524,0.0072057,
485.132,0.0068967,
483.739,0.0055896,
482.347,0.004579,
480.955,0.0075964,
479.562,0.0084593,
478.170,0.0074858,
476.778,0.0074071,
475.385,0.0076898,
473.993,0.0085674,
472.601,0.0094253,
471.208,0.010035,
469.816,0.009074,
468.424,0.01028,
467.031,0.013411,
465.639,0.011272,
464.247,0.0098867,
462.854,0.011046,
461.462,0.012639,
460.070,0.013988,
458.677,0.011631,
457.285,0.010336,
455.893,0.010134,
454.500,0.010435,
453.108,0.010113,
451.716,0.0079318,
450.323,0.0082522,
448.931,0.0098607,
447.539,0.011242,
446.146,0.012653,
444.754,0.014102,
443.362,0.012772,
441.969,0.01181,
440.577,0.014905,
439.185,0.015299,
437.792,0.013741,
436.400,0.013209,
435.008,0.013442,
433.615,0.015077,
432.223,0.012364,
430.831,0.0085368,
429.438,0.0099053,
428.046,0.011549,
426.654,0.013495,
425.261,0.011187,
423.869,0.0090284,
422.477,0.0099138,
421.085,0.0098533,
419.692,0.0091641,
418.300,0.0088929,
416.908,0.0095587,
415.515,0.011981,
414.123,0.01382,
412.731,0.015072,
411.338,0.012544,
409.946,0.010962,
408.554,0.010518,
407.161,0.013967,
405.769,0.016842,
404.377,0.013589,
402.984,0.013051,
401.592,0.014702,
400.200,0.020153,
398.807,0.023811,
397.415,0.022022,
396.023,0.021394,
394.630,0.021455,
393.238,0.031345,
391.846,0.037978,
390.453,0.038946,
389.061,0.047471,
387.669,0.059032,
386.276,0.072307,
384.884,0.084099,
383.492,0.093994,
382.099,0.10589,
380.707,0.11779,
379.315,0.12681,
377.922,0.12894,
376.530,0.12428,
375.138,0.11573,
373.745,0.10596,
372.353,0.094074,
370.961,0.080344,
369.568,0.065154,
368.176,0.055029,
366.784,0.046529,
365.391,0.041251,
363.999,0.035956,
362.607,0.030652,
361.214,0.026683,
359.822,0.023845,
358.430,0.023543,
357.037,0.022866,
355.645,0.021977,
354.253,0.019262,
352.860,0.017268,
351.468,0.016849,
350.076,0.016002,
348.683,0.014939,
347.291,0.013564,
345.899,0.01335,
344.506,0.015357,
343.114,0.014323,
341.722,0.011939,
340.330,0.013443,
338.937,0.014829,
337.545,0.015997,
336.153,0.01571,
334.760,0.014782,
333.368,0.014814,
331.976,0.015547,
330.583,0.01756,
329.191,0.016863,
327.799,0.014973,
326.406,0.016975,
325.014,0.018701,
323.622,0.0199,
322.229,0.018439,
320.837,0.015675,
319.445,0.017037,
318.052,0.018401,
316.660,0.019756,
315.268,0.018975,
313.875,0.017038,
312.483,0.017938,
311.091,0.019277,
309.698,0.021475,
308.306,0.020548,
306.914,0.017673,
305.521,0.016208,
304.129,0.015659,
302.737,0.017499,
301.344,0.017421,
299.952,0.015917,
298.560,0.014267,
297.167,0.013236,
295.775,0.014652,
294.383,0.014613,
292.990,0.013239,
291.598,0.011411,
290.206,0.010286,
288.813,0.013722,
287.421,0.014991,
286.029,0.013711,
284.636,0.012725,
283.244,0.012104,
281.852,0.014715,
280.459,0.015269,
279.067,0.012574,
277.675,0.01214,
276.282,0.012702,
274.890,0.01444,
273.498,0.015887,
272.105,0.016672,
270.713,0.01548,
269.321,0.013023,
267.928,0.015782,
266.536,0.018042,
265.144,0.016626,
263.751,0.016933,
262.359,0.018868,
260.967,0.01809,
259.575,0.016869,
258.182,0.017066,
256.790,0.016863,
255.398,0.016085,
254.005,0.017182,
252.613,0.019063,
