2908.558,2.3301
2907.166,2.2953
2905.774,2.2897
2904.381,2.2237
2902.989,1.8256
2901.597,2.0665
2900.204,2.6596
2898.812,2.2313
2897.42,2.0523
2896.027,1.5085
2894.635,1.5592
2893.243,1.5035
2891.85,1.5643
2890.458,1.0474
2889.066,1.2993
2887.673,1.2994
2886.281,1.4811
2884.889,1.2999
2883.496,1.3207
2882.104,0.97367
2880.712,1.4871
2879.319,1.8105
2877.927,1.5665
2876.535,1.516
2875.142,1.3288
2873.75,1.4801
2872.358,1.1586
2870.966,1.2587
2869.573,1.3228
2868.181,0.97477
2866.789,1.0282
2865.396,1.1244
2864.004,0.81333
2862.612,0.63809
2861.219,0.79886
2859.827,0.53531
2858.435,0.70496
2857.042,0.38521
2855.65,0.62547
2854.258,0.55138
2852.865,0.96722
2851.473,0.5448
2850.081,0.59133
2848.688,0.48784
2847.296,0.66564
2845.904,0.28768
2844.511,0.65069
2843.119,0.58859
2841.727,0.50377
2840.334,0.43798
2838.942,0.050364
2837.55,0.48219
2836.157,0.18011
2834.765,0.4609
2833.373,0.16289
2831.98,0.23582
2830.588,0.46074
2829.196,-0.034843
2827.803,0.25399
2826.411,0.23125
2825.019,-0.036561
2823.626,0.57575
2822.234,0.10911
2820.842,0.0042667
2819.449,0.2773
2818.057,0.44867
2816.665,-0.087053
2815.272,0.53773
2813.88,-0.048265
2812.488,0.23743
2811.095,0.25639
2809.703,0.39259
2808.311,0.49197
2806.918,0.52178
2805.526,0.51376
2804.134,0.0089622
2802.741,-0.016075
2801.349,0.27396
2799.957,0.0071478
2798.564,0.040086
2797.172,0.18387
2795.78,0.55985
2794.387,0.31806
2792.995,0.24011
2791.603,0.29757
2790.211,0.48945
2788.818,0.54355
2787.426,0.44422
2786.034,0.11385
2784.641,0.25384
2783.249,0.31783
2781.857,0.35676
2780.464,0.27331
2779.072,0.16595
2777.68,0.43242
2776.287,0.19365
2774.895,0.04091
2773.503,0.40381
2772.11,0.49239
2770.718,0.17055
2769.326,0.24759
2767.933,0.25273
2766.541,0.25643
2765.149,0.3848
2763.756,0.32173
2762.364,0.071497
2760.972,0.268
2759.579,0.10556
2758.187,0.44037
2756.795,0.2117
2755.402,0.36576
2754.01,0.41987
2752.618,0.017122
2751.225,0.27924
2749.833,0.52994
2748.441,0.32325
2747.048,0.080518
2745.656,0.25979
2744.264,0.15949
2742.871,0.20304
2741.479,0.16466
2740.087,0.1326
2738.694,0.32973
2737.302,0.22015
2735.91,0.44415
2734.517,0.21314
2733.125,0.44735
2731.733,0.22475
2730.34,0.40235
2728.948,0.41537
2727.556,0.37445
2726.163,0.44546
2724.771,0.18333
2723.379,0.19938
2721.986,0.0041602
2720.594,0.51888
2719.202,0.42764
2717.809,0.30771
2716.417,0.56574
2715.025,0.13632
2713.632,0.33097
2712.24,0.29218
2710.848,0.49152
2709.456,0.41326
2708.063,0.24022
2706.671,0.26835
2705.279,-0.0074345
2703.886,0.27171
2702.494,0.13296
2701.102,0.1661
2699.709,0.24752
2698.317,0.16828
2696.925,0.16947
2695.532,0.11451
2694.14,0.13419
2692.748,0.4171
2691.355,0.20149
2689.963,-0.043405
2688.571,0.14297
2687.178,0.18897
2685.786,-0.024022
2684.394,0.022335
2683.001,0.083244
2681.609,-0.27245
2680.217,0.17617
2678.824,0.13037
2677.432,0.077682
2676.04,0.03651
2674.647,-0.26484
2673.255,0.20834
2671.863,0.026642
2670.47,0.051285
2669.078,-0.42689
2667.686,0.12639
2666.293,0.22419
2664.901,0.22952
2663.509,0.18784
2662.116,-0.15664
2660.724,0.059612
2659.332,0.43592
2657.939,0.13892
2656.547,-0.012402
2655.155,0.27951
2653.762,-0.24154
2652.37,0.061951
2650.978,0.12844
2649.585,0.094822
2648.193,-0.08586
2646.801,0.13666
2645.408,-0.23535
2644.016,0.029319
2642.624,0.30049
2641.231,0.24316
2639.839,-0.10764
2638.447,0.11896
2637.054,0.010613
2635.662,0.11809
2634.27,0.33646
2632.877,0.15836
2631.485,0.14228
2630.093,0.067187
2628.701,0.1164
2627.308,0.21749
2625.916,0.21386
2624.524,0.026187
2623.131,0.042632
2621.739,0.083453
2620.347,0.069628
2618.954,0.055446
2617.562,0.070034
2616.17,0.30464
2614.777,0.22363
2613.385,0.16772
2611.993,0.16182
2610.6,0.16422
2609.208,0.21698
2607.816,0.27402
2606.423,0.094189
2605.031,0.10782
2603.639,-0.41803
2602.246,0.20919
2600.854,0.23786
2599.462,0.025059
2598.069,-0.23451
2596.677,-0.020003
2595.285,0.088018
2593.892,0.0207
2592.5,0.1646
2591.108,0.089933
2589.715,-0.10722
2588.323,-0.17812
2586.931,0.23302
2585.538,0.13429
2584.146,0.099536
2582.754,0.17474
2581.361,0.099783
2579.969,0.095418
2578.577,0.090772
2577.184,-0.023754
2575.792,0.12884
2574.4,-0.010978
2573.007,0.025376
2571.615,0.25067
2570.223,0.22024
2568.83,0.12508
2567.438,0.032981
2566.046,0.028199
2564.653,0.12677
2563.261,0.3449
2561.869,0.11385
2560.476,0.19068
2559.084,0.15172
2557.692,-0.10919
2556.299,-0.081165
2554.907,0.19329
2553.515,0.31521
2552.122,0.16087
2550.73,0.074748
2549.338,0.087464
2547.946,-0.12125
2546.553,0.011233
2545.161,0.20958
2543.769,0.071163
2542.376,0.11569
2540.984,0.23986
2539.592,0.18788
2538.199,0.0086104
2536.807,0.10545
2535.415,-0.01637
2534.022,0.23636
2532.63,0.14045
2531.238,0.11
2529.845,-0.030651
2528.453,0.0601
2527.061,0.13942
2525.668,0.044296
2524.276,0.059309
2522.884,-0.021523
2521.491,0.14801
2520.099,0.040158
2518.707,-0.0089151
2517.314,0.08951
2515.922,0.19123
2514.53,0.043473
2513.137,0.067457
2511.745,0.081929
2510.353,-0.047888
2508.96,0.17481
2507.568,0.16539
2506.176,0.13329
2504.783,0.24017
2503.391,0.030843
2501.999,0.14075
2500.606,0.025144
2499.214,-0.032734
2497.822,0.14104
2496.429,0.25376
2495.037,0.20561
2493.645,0.14238
2492.252,0.01521
2490.86,0.061924
2489.468,-0.039036
2488.075,0.019104
2486.683,0.17833
2485.291,0.16655
2483.898,-0.067485
2482.506,0.11886
2481.114,0.1043
2479.721,0.071489
2478.329,0.0061407
2476.937,0.023695
2475.544,0.068653
2474.152,0.072948
2472.76,0.097521
2471.367,0.097195
2469.975,-0.012227
2468.583,0.014453
2467.191,0.065691
2465.798,0.056267
2464.406,0.031176
2463.014,0.071805
2461.621,0.15836
2460.229,-0.021929
2458.837,0.069545
2457.444,0.062316
2456.052,-0.14266
2454.66,0.0049104
2453.267,0.013298
2451.875,0.062695
2450.483,0.081307
2449.09,0.07342
2447.698,0.065047
2446.306,-0.058903
2444.913,-0.072771
2443.521,0.1898
2442.129,0.11698
2440.736,0.10653
2439.344,0.092623
2437.952,0.11219
2436.559,0.19116
2435.167,0.020465
2433.775,0.092365
2432.382,-0.095698
2430.99,0.16361
2429.598,0.13758
2428.205,0.088249
2426.813,0.030765
2425.421,0.1251
2424.028,0.072072
2422.636,0.066858
2421.244,0.13444
2419.851,0.039565
2418.459,0.12291
